TwitterID	Tweet	Retweets	Replies	Likes	Quotes	Identifier
SenGaryPeters	We fought for &amp; enacted landmark legislation to lower prescription drug prices for seniors on Medicare and ensure seniors do not pay more than $35 a month for insulin. Republicans want to repeal the law and raise costs for seniors. That’s unacceptable!	23	9	40	0	4456
SenGaryPeters	This #ManufacturingDay, we honor the Michigan workers who help keep us at the forefront of innovation.Together, we’re cementing our place as global leaders in manufacturing after passing key laws to invest in domestic manufacturing and enter a new era of American ingenuity.	17	14	55	0	1605
SenGaryPeters	This is a welcome move by @POTUS that brings the country closer in line with Michiganders, who voted to legalize marijuana in 2018. It'll help keep cannabis users out of the prison pipeline and it’s a positive step forward on the path to legalization.	12	4	65	0	4457
SenGaryPeters	Today, my Marquette office was honored to host a @librarycongress Veterans History Project event to help collect the stories of veterans &amp; Gold Star families from across the UP – to ensure they’re preserved for future generations of Americans to remember 🇺🇸	4	2	32	0	1606
SenGaryPeters	I saw the impact of educators firsthand from my father – who was a public school teacher for nearly 30 years.This #WorldTeachersDay, I want to thank all of the teachers in Michigan and across the U.S. for their service &amp; dedication to future generations of Americans.	12	3	37	0	1607
SenGaryPeters	PFAS poses a risk to the health of our communities – and we must work to protect Michiganders from these toxic chemicals. I’ll continue to hold federal agencies responsible for PFAS contamination accountable and push for comprehensive clean-up efforts.	8	2	23	0	4458
SenGaryPeters	The future of the auto industry is electric – and will be powered by Michigan workers. @FLOevcharging’s new facility in Auburn Hills will help build out a network of electric vehicle chargers – a key goal of the Bipartisan Infrastructure Law – and bolster the local economy! ⚡️	41	16	86	2	1608
SenStabenow	I stand with our LGBTQ+ family and friends as we learn more about the horrific shooting in Colorado Springs. My heart breaks for all the victims and their loved ones.	10	6	76	3	1609
SenStabenow	This week, we took an important step to a better, more equal nation. I’m ready to get the Respect for Marriage Act over the finish line.	9	29	139	1	3573
SenStabenow	Thank you @SpeakerPelosi for your incredible leadership as Speaker. Your years of service have made a difference for each and every American.	86	75	625	3	4459
SenStabenow	Congratulations, @PattyMurray! What a historic moment. We are lucky to have your leadership in the Senate.	13	15	70	0	5714
SenStabenow	In a 50-50 Senate, @SenateDems have been able to get things done to improve the lives of people all across our country. We will continue to do everything we can to deliver for the American people.	19	37	123	3	4460
SenStabenow	No one should be discriminated against because of who they love. It’s time to pass the Respect for Marriage Act!	344	143	2918	11	3574
SenStabenow	Cheers to the anniversary of the single-largest-ever investment in the Great Lakes!	29	16	127	2	3772
SenStabenow	Thanks to the Infrastructure and Jobs Act, internet in Michigan has never been more available and affordable!	12	19	62	1	1610
SenStabenow	In only one year, Michigan school districts have received 138 all-new, zero emission buses.	10	24	61	1	1611
SenStabenow	Time flies! It has been one year since the Infrastructure Investment and Jobs Act became law. A great day to celebrate the $135 million investment to improve Michigan airports.	13	19	59	1	1612
SenStabenow	It’s obvious in Michigan. One year after The Infrastructure Investment and Jobs Act became law, more orange cones keep popping up! And more roads and bridges are getting fixed!	83	19	334	3	1613
SenStabenow	RT @SecBecerra: Too often we hear stories of folks struggling to afford the insulin they need to manage their diabetes. Lowering Rx drug pr…	41	0	0	0	6567
SenStabenow	No one should have to choose between paying their rent or paying for insulin. That's why Democrats capped the cost of insulin at $35 per month for those on Medicare. This will make a difference for so many in Michigan.	50	46	310	2	1614
SenStabenow	So exciting to join a huge crowd to cheer our @MSU_wsoccer Champs to victory in Game 1 of the NCAA Tournament! Hats off to the amazing team led by star forward Lauren DeBeau &amp; my friend, B1G Coach of the Year, @JKHosler!	7	4	86	0	78
SenStabenow	A record-shattering number of Michiganders made their voices heard on Tuesday!	30	27	215	1	4461
SenStabenow	So honored once again to be a part of the Veterans Day ceremony at the Great Lakes National Cemetery. I salute all those who have served and your families. Thank you for being true American patriots!	7	6	68	0	4462
SenStabenow	America's veterans put their lives on the line in order to protect our nation, our freedom, and our people. Today, we honor that incredibly powerful commitment and thank these heroes and their families for their service.	16	7	64	1	1615
SenStabenow	I am working closely with Ranking Member Boozman, our Committee members, and financial regulators to finalize and prepare this legislation for a Committee vote.	4	5	19	1	5715
SenStabenow	The recent collapse of a major cryptocurrency exchange reinforces the urgent need for greater federal oversight of this industry. Consumers continue to be harmed by the lack of transparency and accountability in this market. It is time for Congress to act.	19	36	149	7	5716
SenStabenow	Congratulations, Winnie! Michigan is lucky to have you leading the state Senate! I look forward to being your partner as we solve problems for Michiganders and move our state forward.	16	5	104	0	1616
SenStabenow	It’s #ElectionDay! Now is your chance to make your voice heard. Not registered to vote? Michigan has same-day voter registration. Check your polling location here:	20	14	48	1	79
SenStabenow	While price-gouging at the gas pump is hurting Americans, Shell made $9.5 billion in just three months!	21	32	66	3	4463
SenStabenow	Tomorrow is #ElectionDay! Make sure you have a plan in place to vote and make your voice heard. Visit  to find your polling location.	10	7	35	0	80
SenStabenow	Michigan is home to many Native American tribes that make our state a better home for all of us. This Native American Heritage Month, I’m so grateful for the profound impact Michigan’s tribes continue to have on our state.	17	9	81	0	1617
SenStabenow	Always exciting when we can invest in Michigan communities and businesses. This investment is going to boost economic development and create more jobs!	11	11	44	2	1618
SenStabenow	Great news! Michigan companies continue leading the way to a clean energy future!With the help of the Inflation Reduction Act, we’re partnering with our utilities to boost Michigan wind and solar!	14	15	34	1	1619
SenStabenow	Social Security and Medicare are great American success stories - giving a generation of older Americans a better quality of life! We cannot let Republicans take away what you have earned!	41	41	96	6	4464
SenStabenow	.@SWSolDetroit has been my partner for many years in bringing mental health and addiction services to Detroit residents. Their hard work saves lives!	2	2	14	0	1620
SenStabenow	After decades of price gouging by drug companies, Democrats took on Big Pharma and won! Now, the over 2 million Michigan residents who rely on Medicare will see their prices drop because Medicare can finally negotiate with drug companies.	15	27	86	1	1621
SenStabenow	We’ve passed legislation to lower the cost of health care, prescription drugs, and energy bills. Republicans voted against it. What’s their plan? Increase all these costs to benefit the super-wealthy.	49	47	94	6	4465
SenStabenow	Successful public-private partnerships like these help boost economic development in cities and small towns across Michigan. These investments will help our businesses create jobs and support community development.	10	7	22	0	1622
SenStabenow	Happy Halloween! Wishing our families in Michigan a safe and spooky evening!	6	9	29	2	1623
SenStabenow	Our country has experienced historic economic recovery: 10 million jobs created, unemployment at a 50 year low, and a renaissance of American manufacturing! There’s still more to do and we’re just getting started.	65	128	242	11	4466
SenStabenow	This investment from the Infrastructure Investment and Jobs Act will improve air quality while helping our school districts cut their transportation costs and keep more resources in the classroom!	6	13	27	2	3575
SenStabenow	This year, Democrats passed bills to lower the cost of prescription drugs and health care. Congressional Republicans voted against them and want to raise your costs even higher.	57	83	180	9	4467
SenStabenow	Despite the fog, we had an incredible community turn out for a very special ribbon-cutting in Detroit today - the Joe Louis Greenway! This will connect neighborhoods throughout Detroit &amp; the county &amp; it will be a great place to walk, bike ride, &amp; spend time together!	12	4	53	0	1624
SenStabenow	Like many, my family is divided. But I'm rooting for @MSU_Football to keep Paul in East Lansing! #GoGreen	2	2	24	2	6568
SenStabenow	This support is a big win for Michigan agriculture. It will help our farmers keep their competitive edge and continue to provide healthy fruits and vegetables to Michigan families!	7	7	38	0	1625
SenStabenow	.@POTUS and @SenateDems’ top priority has been helping create good-paying jobs here at home. And we've done just that. Since @POTUS took office, more than 10 million jobs have been created!	9	19	37	2	5717
SenStabenow	Honored to be in Frankenmuth to celebrate the life of my friend Judy Zehnder Keller today. Judy was an incredible business woman, role model, and champion for Michigan. Her family’s dedication to the community will ensure her legacy continues. RIP my friend.	3	5	51	1	1626
SenStabenow	Next time you’re in Saginaw you have to visit the SVRV Marketplace. There’s great food made from scratch and specialty shops selling everything from yarn to handmade jewelry. Please get out and support these incredible local businesses!	4	12	34	1	1627
SenStabenow	Thank you to the wonderful GLBHC staff who hosted me today - I’m proud to fight for you every single day in the U.S. Senate.	3	6	19	0	5718
SenStabenow	Wow! Saginaw’s new Great Lakes Bay Health Center facility is world class. When we talk about getting every Michigan community access to high quality, comprehensive health care, this is exactly what we mean.	9	7	37	0	1628
SenStabenow	Electric school buses will make a big difference for schools across Michigan. It’s a great step to protect the health of our children and save schools money!	11	16	30	0	1629
SenStabenow	Important investments from the American Rescue Plan are helping Michigan child care centers keep their doors open so that parents can get back to work. Over 6,000 child care programs in our state have received this critical help, impacting over 280,000 children!	31	14	70	2	1630
SenStabenow	Democrats took on Big Pharma and Big Oil and won, and we’re lowering costs for Americans as a result. These special interests don’t want to lose again so they are spending big money to try and stop us but we will continue to put people first!	21	37	62	5	4468
SenStabenow	Wishing everyone in Michigan and across the country a happy Diwali!	11	3	40	0	81
SenStabenow	This week, we announced that we're expanding our Certified Community Behavioral Health Clinics nationwide. This expansion is going to bring mental health and addiction services to communities across the country so that more people can get the help they need.	3	5	32	0	5719
SenStabenow	Michigan manufacturers and businesses are the best in the world. That's why I led the effort to pass the CHIPS and Science Act to bring jobs home, lower costs, and strengthen our national security.	36	27	168	2	1631
SenStabenow	Important steps from @POTUS that are going to lower costs for Americans!	171	154	421	11	4469
SenStabenow	Michigan manufacturers are the best in the world. That’s why I led the effort to support domestic manufacturing of semiconductor chips in the CHIPS and Science Act! It’s going to fix our broken supply chain, lower costs, and boost manufacturing here at home!	36	16	146	0	1632
SenStabenow	We are experiencing a manufacturing renaissance. Our businesses added nearly 700,000 manufacturing jobs since President Biden took office, 100,000 more than before the pandemic.	501	150	1531	19	6569
SenStabenow	A woman should be able to make her own reproductive health choices, not right-wing Republican lawmakers or members of the Supreme Court.	99	130	531	10	4470
SenStabenow	Thank you @POTUS for making this one of your priorities and @CMSGov &amp; @samhsagov for your partnership over the last 10 years.	4	5	18	0	5720
SenStabenow	Our Certified Community Behavioral Health Clinics have been changing lives for years. They're getting folks the mental health and addiction services they need right in their communities. Today, @RoyBlunt, @SecBecerra, and I announced we're taking these clinics nationwide.	12	13	37	0	5721
SenStabenow	RT @WhiteHouse: Today, the Biden-Harris Administration announced new funding to expand Certified Community Behavioral Health Clinics.Thes…	1216	0	0	0	5722
SenStabenow	Great news from @USDA: this funding will keep tens of thousands of struggling farmers farming and provide a fresh start for producers in challenging positions. This is one of the many ways the Inflation Reduction Act is helping our farmers and rural communities.	8	6	22	0	3576
SenStabenow	Happy birthday to my dear friend, @RepLawrence! She is an incredible public servant, trailblazer, and leader who shows up for families in Michigan every single day.	9	14	72	3	1633
SenStabenow	Roads! Bridges! Trains! Electric vehicles! The Infrastructure Investment and Jobs Act is already making a big difference in Michigan.	12	17	36	2	1634
SenStabenow	Great news for millions of Americans - you can now buy hearing aids over the counter!	39	19	104	3	4471
TinaSmithMN	Good idea, @Ossoff and @BrianSchatz.Minnesota, we’re in this fight too. Chip in to keep @ReverendWarnock in the Senate.	497	40	1729	7	1635
TinaSmithMN	Take Charlie for example — he’s 15 and already an old pro at organizing. He’s worked hard this year to elect DFLers up and down the ballot!	9	13	49	0	6570
TinaSmithMN	Minnesotans and @MartyJWalsh have a lot in common, and supporting unions is top of the list! Thanks for coming out and supporting DFLers, Marty!	10	0	22	0	4472
TinaSmithMN	“Corporate billionaire seeks Republican Congress.”Wow! Surprising! Could not have seen it coming…	75	75	312	4	4473
TinaSmithMN	If there’s one thing @DeanBPhillips and I know, it’s that Minnesota is ready to get out and vote!	23	51	177	2	1636
TinaSmithMN	Minnesota — now is the time. We hold the record for voter turnout, and that's not a title Minnesotans are willing to give up.@MinnesotaDFL is organizing everywhere, and I was happy to make a few stops on our bus tour to get out the vote!	57	58	223	3	1637
TinaSmithMN	I’m flying the bullshit flag. When Mitch McConnell runs the Senate, it’s the place where good ideas go to die.	43	22	209	1	5723
TinaSmithMN	RT @keithellison: My opponent is making false promises about crime—but unlike me, has never prosecuted a single case. So he's running racia…	205	0	0	0	6571
TinaSmithMN	Thom Petersen, Minnesota’s Commissioner of Agriculture, and Alana Petersen, my friend and former State Director, calling voters last night on their 21st anniversary. Be like Thom and Alana. 5 days until the election. Find a way to help:	9	14	58	2	1638
TinaSmithMN	We know thousands of people are rationing their insulin. Some pay with their life, like Nicole’s son Alec.@KeithEllison is the only candidate to take on Big Pharma so Minnesotans can afford their life saving medications, and I’m so thankful for his partnership on this.	50	41	135	3	4474
TinaSmithMN	Voting is one of Minnesota’s greatest strengths. We consistently turn out the most voters out of any state, so let’s keep that tradition alive.Make your plan and vote before Election Day by visiting  🗳️	15	6	23	0	1639
TinaSmithMN	Keith is on the side of Minnesotans - not corporate interests. Jim Schultz would gut the division that protects Minnesotans from corporate greed.@KeithEllison is here to take on corporate interests and protect working families. That’s the people’s lawyer.	37	43	129	2	4475
TinaSmithMN	Every single one of these campaigns is powered by volunteers fighting for a better Minnesota — sign up to volunteer!🔗:	20	11	47	2	1640
TinaSmithMN	Republicans said their quiet part out loud…	114	69	369	4	4476
TinaSmithMN	Dear Americans who care about democracy: feeling whiplashed by all the polls predicting results on Election Day? Take it from me, go on a polling diet.All that matters is the work we do between now and November 8.	12	5	23	1	4477
TinaSmithMN	Your vote is your voice in November and nobody can take that away from you. Join me tomorrow at @MinnesotaDFL headquarters for a conversation about Tribal relations and rural voting!	11	7	27	1	4478
TinaSmithMN	A great Minnesotan, a great leader and a great attorney general — I couldn’t have said it better myself @KamalaHarris.That’s exactly why everyone needs to get out and vote for @KeithEllison in November!	82	127	370	3	6572
TinaSmithMN	Childcare is foundational to a strong economy, and @KeithEllison understands that.I’m so glad Keith and @RWeingarten convened this round table with community leaders to talk about investing in safe, affordable childcare for Minnesotans!	34	40	72	5	4479
TinaSmithMN	Republicans’ inflation plan: bail out the ultra-rich and slash Medicare and Social Security. How exactly is this helping working families?Spoiler alert: it’s not.	29	23	53	2	4480
TinaSmithMN	We worked too damn hard to finally beat Big Pharma for Republicans to repeal it all.Don’t let greed win — vote.	54	41	129	1	4481
TinaSmithMN	Keith is a proven fighter for Minnesotans. We need to keep him in office to fight for public safety, abortion rights, and economic justice.I’m proud to endorse @KeithEllison for Minnesota Attorney General.	91	115	338	11	1641
TinaSmithMN	Erin has been a fighter for women and LGBTQ+ Minnesotans ever since I’ve known her — and we need her advocacy in the Minnesota Senate.I’m proud to endorse @ErinMayeQuade for State Senate.	12	9	79	1	4482
TinaSmithMN	If pro-choice voters turn out in November, we’ll have the Democratic votes next Congress to restore the reproductive freedom we’ve fought generations for. Freedom that Republicans are taking from us. We will codify Roe.	36	16	112	2	3577
TinaSmithMN	My grandson Harlan is ready to elect Democrats up and down the ballot!	17	162	338	13	4483
TinaSmithMN	Trump knew he lost and his lies would promote violence. He has an army of election-denying candidates across Minnesota. This is nothing short than a fight for the fate of democracy.There’s one way to stop him.	27	46	66	4	1642
TinaSmithMN	RT @keithellison: I’m honored by the endorsement of my friend Sen. @TinaSmithMN. She’s a fierce fighter for Minnesotans. As your AG, I’ll…	67	0	0	0	4484
TinaSmithMN	I’ll give it to you straight: we have one month to out-organize Republicans. If we want to defend abortion rights in Minnesota, it’s all hands on deck.Here are some ways to get started.	16	25	47	2	1643
TinaSmithMN	Jim Schultz could throw women in jail for coming to Minnesota for an abortion. Women in need, women who want help, and women who are scared about their futures.He’s wrong for Minnesota families.	151	149	430	16	1644
TinaSmithMN	RT @keithellison: 36 days left to vote. Vote today and let’s build a fair economy and a state where everyone has access to life-saving dr…	43	0	0	0	6573
TinaSmithMN	"""The Democrats and media will try to bait you with questions about issues.""Doesn't sound like you have a platform you're proud of."	66	38	218	3	4485
TinaSmithMN	A nationwide abortion ban.That's what's at stake in November - and we only have less than 50 days to organize.Join us at  to protect our control of the Senate and fight for a woman's right to choose. #DefendTheSenate	27	14	52	0	5724
TinaSmithMN	Now that Roe has fallen, state legislatures are the last line of defense for abortion access.These pro-choice women are running to safeguard choice in the MN State Senate. Can you chip in to help get them elected?	96	31	223	32	3578
TinaSmithMN	Minnesotans, remember to VOTE today!	29	28	107	2	4486
TinaSmithMN	RT @ewarren: My colleague and friend @TinaSmithMN is the only U.S. senator to have worked at Planned Parenthood. We wrote about what we saw…	438	0	0	0	1645
TinaSmithMN	RT @Tim_Walz: The governor’s office is now the last line of defense against an abortion ban in Minnesota. The stakes are incredibly high th…	159	0	0	0	1646
TinaSmithMN	We need to take this fight to the Republicans who made this happen. Republicans want to run away from this issue; we shouldn’t be afraid to run on it.	49	35	371	6	4487
TinaSmithMN	If Ron Johnson can't respect the will of the voters in his own state, he doesn't deserve to represent them in the United States Senate.	77	13	305	3	5725
TinaSmithMN	If ever you needed a starker contrast between the views of Democrats and Republicans, today’s vote should do it.	66	45	445	3	4488
TinaSmithMN	👋 Matt! Senator Tina Smith here, wife, mom of two, grandma to two grandsons. So glad you brought this up! Our coalition of the pissed indeed includes many strong, smart, powerful millennial women—women of all ages! Oh and I look forward to following your federal investigation!	3041	476	27237	258	6574
TinaSmithMN	Republicans are planning to pass a nationwide version of the Texas abortion ban if they retake power. The only way to stop them is to keep our majorities. Vote blue.	77	32	278	10	1647
TinaSmithMN	RT @jontester: Republicans want to raise taxes on working families and sell off our public lands? Are you kidding me?@CoryBooker, @timkai…	649	0	0	0	4489
TinaSmithMN	RT @keithellison: We are so very fortunate to have @TinaSmithMN representing us in the Senate. She is a fierce advocate for ALL Minnesotans…	26	0	0	0	4490
TinaSmithMN	RT @peggyflanagan: Big news: @Tim_Walz and I are running for re-election to continue fighting for Minnesota’s children and families. We've…	53	0	0	0	1648
TinaSmithMN	Let’s do this Minnesota. Tim Walz and Peggy Flanagan have been doing incredible work and I’m proud to support their re-election.	41	58	315	5	1649
TinaSmithMN	Happy 50th, Sen. Heinrich! As @TeamHeinrich knows, NM is special for me: I grew up there and my Dad lives there now. I'm so grateful for Martin’s leadership in the Senate. So help me celebrate him by making sure all 50 states chip in for his 50th.	8	2	47	0	1650
TinaSmithMN	If there ever was a more urgent siren to make sure we expand our majorities in Congress in 2022, I haven't seen it. Reproductive health is a voting issue and a winning one. The law that all but eliminated abortion rights in Texas cannot come to Minnesota.	97	18	306	1	1651
TinaSmithMN	Archie and I have been friends with Amy &amp; John for 25+ years, way before either of us imagined we would work together in the Senate. Amy, we are so grateful that you are healthy, we need you! And thanks for reminding us to not delay routine visits, screenings &amp; preventative care.	24	3	233	0	5726
TinaSmithMN	With democracy under assault, we need action. It's time to end the filibuster and pass the John Lewis Voting Rights Act and the For the People Act. The right to vote must be protected.	31	11	130	2	3579
TinaSmithMN	After years of the GOP attempting to overturn the ACA, with millions of dollars spent, three failed SCOTUS rulings, and activists fighting hard to defend the law every day, we celebrate this victory today.	12	9	111	0	3580
TinaSmithMN	Mitch -A personal favor is going to pick up lunch—not standing in the way of the truth. This goes far beyond politics. It’s about your callous decision to push your caucus to forgo the safety and future of our democracy to curry favor with Trump.	47	14	234	1	6575
TinaSmithMN	RT @emilyslist: Sen. @TinaSmithMN is sharing her story about suffering from depression, and she is working to get everyone the mental healt…	17	0	0	0	6576
TinaSmithMN	SCOTUS’s decision to hear a direct challenge to Roe v. Wade could put the future of reproductive freedom &amp; abortion rights in danger. We knew this was a possibility. And we know what to do: Raise our voices. We must protect reproductive rights once &amp; for all.	167	17	734	8	3581
TinaSmithMN	My friend Senator Murray (@MurrayCampaign) is a longtime champion for women and workingfamilies. She fights for the people of Washington state every day and we've got to make sure she stays in the Senate. Chip in today:	9	3	31	1	1652
SenatorWicker	The spread of gender and race ideology at @DeptofDefense is toxic and diminishes our fighting force. Our military is not a place for social experimentation.	4	26	21	1	5727
SenatorWicker	RT @SenHydeSmith: Pleased the Senate has passed our resolution honoring @MSFarmBureau for being a driving force behind the growth of farmin…	4	0	0	0	5728
SenatorWicker	.@POTUS’ recklessness is detrimental to the holiday season. Americans will pay 20% more for Thanksgiving dinner.	2	16	5	2	4491
SenatorWicker	RT @SenateGOP: Inflation is at a 40-year high thanks to Joe Biden. Republicans agree: It’s time to make life more affordable for all Amer…	229	0	0	0	4492
SenatorWicker	RT @SenateGOP: Senate Republicans will always put national security first.	260	0	0	0	4493
SenatorWicker	The Biden Administration continues to fail America. Republicans will continue holding him accountable.	92	1070	441	67	1653
SenatorWicker	The Democrats refuse to admit their mistakes.	3	19	6	0	4494
SenatorWicker	Even when pressed repeatedly, @SecMayorkas would not call the situation at the border what it is: an unmitigated disaster. Accountability in the Biden Administration needs to start with basic honesty from its leaders.	8	12	20	0	5729
SenatorWicker	Synthetic opioids are wreaking havoc nationwide, and it is vital that Congress equip our law enforcement officers with the tools and training to help bring this crisis under control.	5	4	12	0	5730
SenatorWicker	I have repeatedly called for substantial investments in our Navy to deter China’s military ambitions. It is time to move forward with the right plans for our amphibious fleet.	4	10	13	2	1654
SenatorWicker	One of my favorite things to do while traveling Mississippi is to meet with rising young citizens. I am grateful for the promise of these young Mississippians who will one day lead our state. #WickerReport	1	3	3	0	1655
SenatorWicker	Mississippi is home to a @RaytheonTech facility that builds cutting-edge equipment for the U.S. military. Last week, I had the opportunity to hear from the Navy Growler Squadron Leadership who are putting these systems to use.	4	12	13	0	1656
SenatorWicker	We have faced crisis after crisis under the Biden Administration, and Americans don’t see a light ahead.	3	11	11	0	4495
SenatorWicker	RT @NASA: We are going.For the first time, the @NASA_SLS rocket and @NASA_Orion fly together. #Artemis I begins a new chapter in human lu…	45489	0	0	0	5731
SenatorWicker	I have always believed that marriage should be between a man and a woman, and I have grave concerns this legislation does not sufficiently protect the First Amendment rights of Americans who have a sincere religious objection to same-sex marriage.	7	226	46	52	4496
SenatorWicker	There are countless children around the world with no parents or family to care for them, yet Americans who want to adopt these children are finding fewer adoption agencies available to help.	3	9	11	0	4497
SenatorWicker	As the nation’s premier rocket engine test facility, the road to space has gone through @NASAStennis in south Mississippi since the Apollo Program started in 1966.	2	0	1	0	1657
SenatorWicker	Liftoff! 🚀🚀Check out this great view of @NASAArtemis starting its first flight test. The hard-working Mississippians at @NASAStennis Space Center will forever hold a significant role in this incredible moment in history.	7	4	20	0	4498
SenatorWicker	Researchers at Mississippi universities are working on a range of technologies that could be pivotal for our nation. #WickerReport	1	3	7	0	1658
SenatorWicker	The first NSF Day in years will be hosted in Mississippi. All of Mississippi’s research universities will have an opportunity to hear directly from top-level leaders at @NSF and learn how they can access the many federal funding opportunities for research.	1	2	5	0	1659
SenatorWicker	The road to space runs through @NASAStennis! #Artemis	1	1	3	1	5732
SenatorWicker	I joined @TimKaine on a letter to @SECNAV asking for an update on future plans for the amphibious fleet. As China’s navy grows in strength, we cannot further delay our own shipbuilding plans. Read it here:	3	2	7	2	1660
SenatorWicker	RT @SenateCommerce: We have liftoff 🚀Today @NASAArtemis successfully launched its first flight test of @NASA_Orion. Click here to read @S…	3	0	0	0	5733
SenatorWicker	Restoring Amtrak service along the coast remains a top priority of mine as the lead Republican on @SenateCommerce. #WickerReport	3	6	13	1	4499
SenatorWicker	As the Senate returned to session, my staff and I welcomed Mississippians to the Capitol for #MississippiMorning. This is always a highlight of my week when I’m in Washington.	4	14	26	1	214
SenatorWicker	Our most senior admirals and theater commanders continue to note the growth of the Chinese Navy. As a member of @SASCGOP, I am committed to ensuring that the Navy and Marine Corps have the tools they need to deter China.	11	13	38	4	1661
SenatorWicker	Amphibious warships are a crucial element of our fleet in the Pacific, as they bring unique sea-to-shore capabilities to the fight. Failure to provide and maintain a credible naval deterrent today could mean global catastrophe tomorrow.	1	7	3	0	3773
SenatorWicker	Over the past month, I have had the privilege of traveling across Mississippi to meet with students, teachers, builders, and innovators who are shaping the future of our state. I am always inspired by the dedication of these Mississippians. #WickerReport	2	6	11	0	1662
SenatorWicker	President Biden’s inflation is costing Mississippi households an extra $547 each month.	4	47	21	2	1663
SenatorWicker	Each year, I support efforts to help communities across Mississippi improve roads, bridges, public transportation, water infrastructure, and high-speed internet. Recently I met with Les Childress, the mayor of Flora, to discuss his town’s infrastructure needs.	2	21	16	1	1664
SenatorWicker	There is nothing like the 100,000 tons of American strength that is each of our 11 nuclear-powered aircraft carriers.  During Aircraft Carrier Month, we recognize the enormous talent of the sailors, shipbuilders, and so many others who contribute to our fleet. 📸  by @USNavy	6	14	34	3	4500
SenatorWicker	Inflation remains one of the biggest problems Americans are facing.	42	417	418	24	4501
SenatorWicker	Yesterday, residents gathered at the Greene County Courthouse to celebrate Veterans Day, paying special recognition to WWII veterans.  I was glad to assist the county with acquiring a flag flown over the U.S. Capitol for the ceremony.	2	3	19	0	82
SenatorWicker	It’s far past time for a top to bottom change in leadership at @DHSgov. Firing the @CBP commissioner is only the first step to getting our border under control.	2	9	5	0	5734
SenatorWicker	Some of our best and brightest service members have been expelled for refusing the COVID-19 vaccine, even though the military is in desperate need of volunteers. I have continued to call on @SecDef to rescind this pointless mandate. #WickerReport	5	14	10	1	5735
SenatorWicker	I look forward to showcasing the work of these talented students in Washington on my office Christmas tree. Their creations display the important skills and techniques they have learned and help tell the story of Mississippi's rich history and culture.	1	2	7	0	1665
SenatorWicker	The students presented handcrafted Christmas ornaments depicting various Mississippians who have made a valuable contribution to society, including artists, athletes, writers, innovators, and musicians.	1	3	10	0	4502
SenatorWicker	Happy 247th Birthday to our fearless @USMC! For nearly two and a half centuries, our Marines have been called to go where few others will in order to keep our country safe. #SemperFi	4	3	9	0	4503
SenatorWicker	Catfish producers provide American families with a fresh, healthy source of protein. I recently joined a letter with @SenHydeSmith urging @USDA to use its authority to purchase surplus catfish and make it available to those in need. See our letter here⤵️	2	5	4	1	4504
SenatorWicker	The fentanyl crisis is wreaking havoc on our country’s children and families. America is less safe because of our open borders.	26	67	153	4	1666
SenatorWicker	In a bid to improve his standing with young voters, President Biden announced that he will transfer vast sums of student debt to the American taxpayer. This election-year gambit may be the President’s most unfair idea yet.	5	19	13	2	4505
SenatorWicker	This year’s NDAA includes important support for veterans. I am glad to have helped negotiate this bill, and I look forward to seeing it cross the finish line. #WickerReport	1	4	5	0	3582
SenatorWicker	Americans are losing patience with single-party rule in Washington that ignores their priorities.	1	17	22	0	1667
SenatorWicker	Democrats have spent the last two years claiming, “the border is secure.” It is absurd. It is time for a change.	2	11	15	1	4506
SenatorWicker	Americans are being crushed by 20 straight months of rising prices. President Biden’s agenda has clearly failed, and we are all paying for it.	2	12	16	0	4507
SenatorWicker	President Biden has emptied our strategic petroleum reserve to its lowest point in more than 40 years. Let’s work to jumpstart American energy, not constrict it.	4	7	16	0	4508
SenatorWicker	Americans are still asking the same question.	6	20	25	0	4509
SenatorWicker	After honoring veterans this weekend, Congress will return to session to finish the year’s legislative business. One of my top priorities will be passing the annual National Defense Authorization Act to provide for the needs of our military. #WickerReport	1	5	5	0	5736
SenatorWicker	Under one-party rule, Americans are struggling to protect their way of life. Republicans are ready to check Democrat overreach and seize this moment.	1	11	14	0	4510
SenatorWicker	Democrats have given the American people a sputtering economy, a national crime wave, and an open border.	41	87	177	4	4511
SenatorWicker	RT @SenateGOP: Happy Election Day!	88	0	0	0	5737
SenatorWicker	Republicans believe in cutting costs, unleashing domestic energy, promoting a strong national defense, and protecting our communities. We will keep working to deliver results for the American people.	2	22	24	0	4512
SenatorWicker	As an Air Force veteran, the son of a World War II veteran, and the father of an Air Force officer, I understand the sacrifices made by our service members and their families.	3	4	11	0	83
SenatorWicker	Democrats across the country went from pretending inflation does not exist to now saying they “understand the pain” of those suffering from the economy they created. It’s time to change course.	48	82	302	5	4513
SenatorWicker	For the past two years, we’ve seen where Democrats’ priorities lie: Driving up prices, waging war on American energy, allowing rampant crime, promoting radical ideologies, and hollowing out our national defense. This is no way to govern.	46	96	253	11	4514
SenatorWicker	The Democrats created an economy that is crushing Americans.   Americans shouldn’t pay for their failures.	50	184	265	7	4515
SenatorWicker	On November 11, our nation will celebrate Veterans Day by honoring those who have served our country in uniform. As we mark the occasion, I invite Mississippians to show our gratitude toward those who have sacrificed to protect our freedom. #WickerReport	5	11	26	0	4516
SenatorWicker	RT @RocketLab: With the help of @SenatorWicker, @SenHydeSmith, and the director of @NASAStennis, we have officially kicked off operations a…	18	0	0	0	5738
